"","classes","sdg1_weight","sdg2_weight","sdg3_weight","sdg4_weight","sdg5_weight","sdg6_weight","sdg7_weight","sdg8_weight","sdg9_weight","sdg10_weight","sdg11_weight","sdg12_weight","sdg13_weight","sdg14_weight","sdg15_weight","sdg16_weight","sdg17_weight","total_weight"
"1146","CRIT-445",0.9,NA,NA,NA,NA,NA,NA,NA,0.83,NA,0.11,NA,NA,NA,NA,0.11,NA,1.95
"1147","CRIT-510",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,0.68,NA,NA,NA,NA,0.11,2,3.8
"1148","CRIT-512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,NA,NA,NA,NA,0.11,NA,1.2
"1149","CRIT-525",0.36,NA,NA,11.12,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,12.05
"1150","CRIT-555",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,0.68,NA,NA,NA,NA,0.11,1,3.62
"1151","CRIT-556",NA,NA,NA,NA,NA,NA,NA,1.39,0.35,0.44,0.68,NA,NA,NA,NA,0.11,1,3.97
"1152","CRIT-557",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,0.68,NA,NA,NA,NA,0.11,2,4.62
"1153","CSCI-100",1.03,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,2
"1154","CSCI-102",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"1155","CSCI-103",NA,NA,NA,NA,NA,NA,NA,0.33,0.96,NA,NA,NA,NA,NA,NA,NA,NA,1.29
"1156","CSCI-104",NA,NA,NA,0.47,NA,NA,NA,NA,1.31,NA,NA,NA,NA,NA,0.57,NA,NA,2.35
"1157","CSCI-109",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"1158","CSCI-170",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"1159","CSCI-201",NA,NA,NA,NA,NA,NA,NA,0.59,0.7,NA,NA,NA,NA,NA,NA,NA,3,4.29
"1160","CSCI-270",NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.53,NA,NA,NA,NA,NA,NA,NA,1.22
"1161","CSCI-281",NA,NA,NA,NA,NA,NA,NA,0.59,1.53,NA,NA,NA,NA,NA,NA,NA,1,3.12
"1162","CSCI-310",NA,NA,NA,NA,NA,NA,NA,1.39,1.94,0.44,NA,NA,NA,NA,NA,NA,1,4.77
"1163","CSCI-350",NA,NA,NA,NA,NA,NA,NA,1.39,1.8,0.44,NA,NA,NA,NA,NA,NA,NA,3.63
"1164","CSCI-353",0.23,NA,NA,NA,NA,NA,NA,1.72,1.28,0.44,1.97,NA,0.58,NA,NA,NA,NA,6.22
"1165","CSCI-356",NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,0.97
"1166","CSCI-360",NA,NA,NA,0.07,NA,0.13,NA,1.39,1.95,0.44,0.17,0.21,NA,NA,NA,NA,NA,4.36
"1167","CSCI-401",NA,NA,NA,0.4,NA,NA,NA,1.39,3.25,0.44,NA,NA,NA,NA,NA,0.11,3,8.59
"1168","CSCI-402",0.23,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,1.2
"1169","CSCI-404",NA,NA,NA,NA,NA,NA,NA,NA,5.71,NA,NA,NA,NA,NA,NA,NA,1,6.71
"1170","CSCI-420",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"1171","CSCI-423",NA,NA,NA,NA,NA,NA,NA,0.59,1.53,0.09,0.16,NA,NA,NA,NA,NA,1,3.37
"1172","CSCI-426",0.05,NA,NA,NA,NA,NA,NA,0.16,2.82,NA,NA,NA,NA,NA,NA,NA,NA,3.03
"1173","CSCI-430",0.23,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,0.49,NA,1.34
"1174","CSCI-445",NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,NA,NA,NA,NA,NA,NA,1,3.86
"1175","CSCI-455",NA,NA,NA,NA,NA,NA,NA,1.39,3.25,0.44,NA,NA,NA,NA,NA,NA,NA,5.08
"1176","CSCI-467",NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"1177","CSCI-485",NA,NA,NA,0.4,NA,NA,NA,0.33,0.48,NA,NA,NA,NA,NA,NA,NA,NA,1.21
"1178","CSCI-491A",0.22,NA,NA,NA,NA,NA,NA,0.59,2.12,NA,NA,NA,NA,NA,NA,NA,2,4.93
"1179","CSCI-491B",NA,NA,NA,NA,NA,NA,NA,0.59,2.12,NA,NA,NA,NA,NA,NA,NA,2,4.71
"1180","CSCI-510",0.94,NA,NA,0.07,NA,0.13,NA,5.61,1.46,NA,0.17,0.21,NA,NA,NA,NA,NA,8.59
"1181","CSCI-520",NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,1.66
"1182","CSCI-522",0.05,NA,NA,NA,NA,NA,NA,0.75,1.12,NA,NA,NA,NA,NA,NA,NA,1,2.92
"1183","CSCI-526",NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,2.7
"1184","CSCI-529A",NA,NA,NA,NA,NA,NA,NA,0.59,1.75,NA,NA,NA,NA,NA,NA,NA,1,3.34
"1185","CSCI-529B",NA,NA,NA,NA,NA,NA,NA,0.59,2.82,NA,NA,NA,NA,NA,NA,NA,1,4.41
"1186","CSCI-530",0.23,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0.85
"1187","CSCI-531",NA,NA,NA,NA,NA,NA,NA,NA,1.38,NA,0.72,NA,NA,NA,NA,NA,NA,2.1
"1188","CSCI-534",NA,NA,NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA,NA,1.52
"1189","CSCI-538",NA,NA,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,1.39
"1190","CSCI-544",NA,NA,NA,0.47,NA,NA,NA,NA,3.12,NA,NA,0.14,NA,NA,0.14,NA,NA,3.87
"1191","CSCI-548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1192","CSCI-550",NA,NA,NA,0.4,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"1193","CSCI-551",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,0.91,NA,NA,NA,NA,NA,NA,2.09
"1194","CSCI-555",0.23,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,1,3.03
"1195","CSCI-561",NA,NA,NA,0.07,NA,0.13,NA,NA,0.9,NA,0.17,0.21,NA,NA,NA,NA,NA,1.48
"1196","CSCI-567",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"1197","CSCI-570",NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,0.5,NA,NA,NA,NA,NA,0.92
"1198","CSCI-571",NA,NA,NA,0.4,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,2,4
"1199","CSCI-572",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"1200","CSCI-576",NA,NA,NA,0.47,NA,NA,NA,NA,3.25,NA,NA,0.14,NA,NA,0.14,NA,NA,4
"1201","CSCI-577A",NA,NA,NA,0.07,NA,0.13,NA,0.59,1.6,NA,0.17,0.21,NA,NA,NA,NA,2,4.77
"1202","CSCI-577B",NA,NA,NA,NA,NA,NA,NA,0.59,2.23,NA,NA,NA,NA,NA,NA,NA,1,3.82
"1203","CSCI-580",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"1204","CSCI-585",0.23,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,NA,1.68
"1205","CSCI-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"1206","CSCI-591",NA,NA,NA,0.4,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,1,4.95
"1207","CSCI-610",NA,NA,NA,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,0.97
"1208","CSCI-621",NA,NA,NA,0.4,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,1.45
"1209","CSCI-644",0.27,NA,NA,0.47,NA,NA,NA,0.33,0.62,NA,NA,0.14,NA,NA,0.14,NA,NA,1.97
"1210","CSCI-670",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"1211","CSCI-671",NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,1.31
"1212","CSCI-677",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"1213","CSCI-697",NA,NA,NA,0.8,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,2,4.63
"1214","CSCI-698",NA,NA,NA,0.4,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,2,3.41
"1215","CSLC-501",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.65,NA,NA,NA,NA,NA,NA,1.18
"1216","CSLC-502",NA,NA,NA,NA,NA,NA,NA,1.39,NA,0.44,NA,NA,NA,NA,NA,NA,NA,1.83
"1217","CSLC-503",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,1.39
"1218","CSLC-600",NA,0.71,NA,NA,NA,NA,NA,1.98,0.42,0.44,NA,NA,NA,NA,NA,NA,1,4.55
"1219","CSLC-601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"1220","CSLC-700",NA,NA,NA,NA,NA,NA,NA,1,0.42,NA,NA,0.72,NA,NA,0.57,NA,3,5.71
"1221","CTAN-101",NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,3.09
"1222","CTAN-102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1223","CTAN-200",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,0.56
"1224","CTAN-201",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,1,2.18
"1225","CTAN-202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1226","CTAN-301",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"1227","CTAN-305",2.4,NA,NA,1.12,NA,NA,NA,4.56,5.2,0.53,NA,NA,NA,NA,NA,NA,NA,13.81
"1228","CTAN-330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1229","CTAN-336",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1230","CTAN-401A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1231","CTAN-401B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1232","CTAN-410",NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,1,2.11
"1233","CTAN-420",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1234","CTAN-432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1235","CTAN-435",0.05,NA,NA,NA,NA,NA,NA,0.75,1.19,NA,NA,NA,NA,NA,NA,NA,1,2.99
"1236","CTAN-436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1237","CTAN-443",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,NA,NA,NA,NA,NA,NA,1,2.01
"1238","CTAN-448",NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,0.5,NA,NA,NA,NA,NA,1.61
"1239","CTAN-450A",NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"1240","CTAN-450B",NA,NA,NA,0.07,NA,0.13,NA,0.59,0.9,NA,0.17,0.21,NA,NA,NA,NA,1,3.07
"1241","CTAN-451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,1.29
"1242","CTAN-452",NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,1.1
"1243","CTAN-455",NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,3.09
"1244","CTAN-460",NA,NA,NA,NA,NA,NA,NA,0.92,1.73,NA,NA,NA,NA,NA,NA,NA,1,3.65
"1245","CTAN-462",NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,1.11
"1246","CTAN-464",NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,0.63
"1247","CTAN-465",NA,NA,NA,NA,NA,14.02,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,14.66
"1248","CTAN-470",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,0.57,NA,NA,NA,NA,NA,1,2.05
"1249","CTAN-485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1250","CTAN-495",NA,0.71,NA,0.4,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,1.46
"1251","CTAN-496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1252","CTAN-497",NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,1.67
"1253","CTAN-502",NA,NA,NA,NA,NA,NA,NA,1.39,1.25,0.44,NA,NA,NA,NA,NA,NA,NA,3.08
"1254","CTAN-503",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"1255","CTAN-504",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1256","CTAN-505",NA,NA,NA,NA,NA,NA,NA,0.82,4.03,NA,NA,NA,NA,NA,NA,NA,NA,4.85
"1257","CTAN-508",NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,1.02
"1258","CTAN-522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1259","CTAN-525",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"1260","CTAN-536",NA,NA,NA,NA,NA,NA,NA,1.39,0.35,0.44,NA,NA,NA,NA,NA,NA,NA,2.18
"1261","CTAN-544",NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,0.07,NA,NA,NA,NA,NA,0.69
"1262","CTAN-547",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,1,1.83
"1263","CTAN-550",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1264","CTAN-555",0.05,NA,NA,NA,NA,NA,NA,0.16,2.08,NA,NA,NA,NA,NA,NA,NA,NA,2.29
"1265","CTAN-564",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.81
"1266","CTAN-565",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.81
"1267","CTAN-577A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1268","CTAN-577B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1269","CTAN-579",NA,0.21,NA,NA,NA,0.07,NA,NA,0.9,NA,0.16,0.14,NA,NA,0.43,NA,NA,1.91
"1270","CTAN-591",NA,NA,NA,NA,NA,NA,NA,0.59,1.25,NA,NA,NA,NA,NA,NA,NA,4,5.84
"1271","CTAN-592",NA,0.71,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.89
"1272","CTCS-190",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"1273","CTCS-191",0.94,NA,NA,NA,NA,NA,NA,5.62,2.08,NA,0.72,NA,NA,NA,NA,NA,2,11.36
"1274","CTCS-192",0.45,NA,NA,NA,9.97,NA,NA,NA,NA,1.68,0.49,NA,NA,NA,NA,NA,NA,12.59
"1275","CTCS-200",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,0.57,NA,NA,NA,NA,NA,1,2.58
"1276","CTCS-201",NA,NA,NA,NA,NA,NA,NA,0.59,0.42,NA,0.57,NA,NA,NA,NA,NA,1,2.58
"1277","CTCS-367",NA,NA,NA,NA,NA,NA,NA,0.33,3.63,NA,NA,NA,0.26,NA,NA,NA,NA,4.22
"1278","CTCS-392",0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,0.7
"1279","CTCS-393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,1,2.06
"1280","CTCS-394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,1,2.06
"1281","CTCS-400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1282","CTCS-402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2
"1283","CTCS-403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1284","CTCS-411",NA,NA,NA,0.13,NA,NA,NA,NA,0.48,NA,0.98,NA,NA,NA,0.14,NA,NA,1.73
"1285","CTCS-412",0.45,NA,NA,NA,18.38,NA,NA,0.59,0.42,2.12,NA,NA,NA,NA,NA,0.79,1,23.75
"1286","CTCS-464",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,2.12
"1287","CTCS-466",NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"1288","CTCS-467",NA,NA,NA,NA,NA,NA,NA,NA,4.25,NA,0.72,NA,NA,NA,NA,NA,1,5.97
"1289","CTCS-469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1290","CTCS-473",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,1,1.35
"1291","CTCS-494",NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,1.37,NA,NA,NA,NA,NA,2,4.62
"1292","CTCS-500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1293","CTCS-502",NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.72,NA,0.26,NA,NA,NA,NA,1.31
"1294","CTCS-503",0.94,NA,NA,NA,NA,NA,NA,4.6,2.51,NA,1.22,NA,NA,NA,NA,NA,NA,9.27
"1295","CTCS-504",NA,NA,NA,NA,NA,NA,NA,1.25,1.93,NA,1.94,NA,NA,NA,NA,NA,NA,5.12
"1296","CTCS-505",NA,NA,NA,NA,NA,NA,NA,1.25,1.93,NA,1.37,NA,NA,NA,NA,NA,NA,4.55
"1297","CTCS-506",NA,NA,NA,NA,NA,NA,NA,1.73,0.77,NA,NA,NA,NA,NA,NA,NA,2,4.5
"1298","CTCS-510",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.65,NA,NA,NA,NA,NA,1,2.18
"1299","CTCS-511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1300","CTCS-517",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,1.14,NA,NA,NA,NA,NA,NA,1.49
"1301","CTCS-518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,1,1.72
"1302","CTCS-520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA,NA,NA,2.02
"1303","CTCS-564",0.13,NA,NA,NA,NA,NA,NA,NA,0.35,NA,1.06,NA,NA,NA,NA,NA,2,3.54
"1304","CTCS-569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1305","CTCS-587",NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,1,2.1
"1306","CTCS-677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,2,2.65
"1307","CTCS-678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1308","CTIN-101",NA,NA,NA,0.47,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,0.43,NA,NA,1.25
"1309","CTIN-190",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0.72,NA,NA,NA,NA,NA,NA,1.07
"1310","CTIN-191",0.36,NA,NA,10.72,NA,NA,NA,NA,0.83,NA,0.57,NA,NA,NA,NA,NA,NA,12.48
"1311","CTIN-290",NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47
"1312","CTIN-404",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.35
"1313","CTIN-444",NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"1314","CTIN-452",NA,NA,NA,NA,NA,NA,NA,NA,2.64,NA,NA,NA,NA,NA,NA,NA,NA,2.64
"1315","CTIN-458",NA,NA,NA,NA,NA,NA,NA,0.82,1.31,NA,NA,NA,NA,NA,NA,NA,NA,2.13
"1316","CTIN-463",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1317","CTIN-464",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,1,3.12
"1318","CTIN-482",0.9,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,NA,4.45
"1319","CTIN-483",NA,NA,NA,NA,NA,NA,NA,0.59,1.4,NA,NA,NA,NA,NA,NA,NA,1,2.99
"1320","CTIN-484",NA,NA,NA,NA,NA,NA,NA,0.59,2.16,NA,NA,NA,NA,NA,NA,NA,1,3.75
"1321","CTIN-485",NA,NA,NA,NA,NA,NA,NA,0.59,1.4,NA,NA,NA,NA,NA,NA,NA,1,2.99
"1322","CTIN-488",NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0.83
"1323","CTIN-489",NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"1324","CTIN-491",NA,NA,NA,NA,NA,NA,NA,0.59,1.25,NA,NA,NA,NA,NA,NA,NA,2,3.84
"1325","CTIN-492",NA,NA,NA,NA,NA,NA,NA,0.59,2.57,NA,NA,NA,NA,NA,NA,NA,1,4.16
"1326","CTIN-493",NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,2,2.35
"1327","CTIN-497",NA,NA,NA,0.07,NA,0.13,NA,1.72,0.83,0.44,0.17,0.21,NA,NA,NA,NA,NA,3.57
"1328","CTIN-503",1.8,NA,NA,0.4,NA,NA,NA,0.59,1.6,NA,0.11,NA,NA,NA,NA,0.11,1,5.61
"1329","CTIN-511",NA,NA,NA,NA,NA,NA,NA,0.82,2.57,NA,0.49,NA,NA,NA,NA,NA,1,4.88
"1330","CTIN-532",NA,NA,NA,NA,NA,NA,NA,0.59,2.6,NA,NA,NA,NA,NA,NA,NA,1,4.19
"1331","CTIN-534",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"1332","CTIN-541",NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,1,2.98
"1333","CTIN-542",NA,NA,NA,NA,NA,NA,NA,NA,2.53,NA,NA,NA,NA,NA,NA,NA,NA,2.53
"1334","CTIN-544",NA,NA,NA,NA,NA,NA,NA,NA,1.81,NA,NA,NA,NA,NA,NA,NA,NA,1.81
"1335","CTIN-548",NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,1,2.66
"1336","CTIN-583",NA,NA,NA,NA,NA,NA,NA,0.59,0.98,NA,NA,NA,NA,NA,NA,NA,1,2.57
"1337","CTIN-590",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,2,2.48
"1338","CTPR-240",NA,NA,NA,NA,NA,NA,NA,1.39,1.38,0.44,NA,NA,NA,NA,NA,NA,1,4.21
"1339","CTPR-285",NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,1.18
"1340","CTPR-288",0.05,NA,NA,NA,NA,NA,NA,0.16,0.84,NA,NA,NA,NA,NA,NA,NA,NA,1.05
"1341","CTPR-290",NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"1342","CTPR-294",NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"1343","CTPR-295",NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.28
"1344","CTPR-310",NA,NA,NA,NA,NA,NA,NA,0.59,1.6,NA,NA,NA,NA,NA,NA,NA,1,3.19
"1345","CTPR-327",NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,2.08
"1346","CTPR-335",NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25
"1347","CTPR-340",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,0.48
"1348","CTPR-371",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,1,1.48
"1349","CTPR-385",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,0.48
"1350","CTPR-386",NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,NA,NA,NA,NA,NA,NA,NA,3.55
